"Width","Height","Name"
"?1773 pixels","?481 pixels","43_01_-0.9_9204_LEFT_THUMB.tif"
"?490 pixels","?1908 pixels","43_01_-3.4_9204_RIGHT_THUMB.tif"
"?1923 pixels","?489 pixels","44_01_-0.9_9204_RIGHT_THUMB.tif"
"?1773 pixels","?479 pixels","44_01_-1_9204_LEFT_THUMB.tif"
"?1763 pixels","?482 pixels","45_01_-1.2_9204_LEFT_THUMB.tif"
"?1963 pixels","?492 pixels","45_01_-1_9204_RIGHT_THUMB.tif"
"?1593 pixels","?455 pixels","46_01_0.4_9204_LEFT_THUMB.tif"
"?457 pixels","?1678 pixels","46_01_1.1_9204_RIGHT_THUMB.tif"
"?455 pixels","?1608 pixels","47_01_1.6_9204_LEFT_THUMB.tif"
"?455 pixels","?1683 pixels","47_01_1.6_9204_RIGHT_THUMB.tif"
"?450 pixels","?1633 pixels","48_01_-0.4_9204_LEFT_THUMB.tif"
"?453 pixels","?1678 pixels","48_01_-0.4_9204_RIGHT_THUMB.tif"
"?1768 pixels","?443 pixels","49_01_-0.1_9204_RIGHT_THUMB.tif"
"?444 pixels","?1713 pixels","49_01_-0.3_9204_LEFT_THUMB.tif"
"?458 pixels","?1783 pixels","50_01_-0.5_9204_RIGHT_THUMB.tif"
"?450 pixels","?1723 pixels","50_01_-0.6_9204_LEFT_THUMB.tif"
"?1753 pixels","?452 pixels","51_01_-0.1_9204_LEFT_THUMB.tif"
"?451 pixels","?1803 pixels","51_01_-0.8_9204_RIGHT_THUMB.tif"
"?1788 pixels","?485 pixels","52_01_-0.6_9204_LEFT_THUMB.tif"
"?1803 pixels","?489 pixels","52_01_-0.6_9204_RIGHT_THUMB.tif"
"?1788 pixels","?486 pixels","53_01_-0.5_9204_LEFT_THUMB.tif"
"?489 pixels","?1808 pixels","53_01_-0.9_9204_RIGHT_THUMB.tif"
"?1788 pixels","?486 pixels","54_01_-0.4_9204_LEFT_THUMB.tif"
"?1813 pixels","?488 pixels","54_01_-0.5_9204_RIGHT_THUMB.tif"
"?450 pixels","?1718 pixels","55_01_-0.3_9204_RIGHT_THUMB.tif"
"?450 pixels","?1708 pixels","55_01_-0.4_9204_LEFT_THUMB.tif"
"?448 pixels","?1718 pixels","56_01_-0.5_9204_LEFT_THUMB.tif"
"?448 pixels","?1738 pixels","56_01_-0.5_9204_RIGHT_THUMB.tif"
"?445 pixels","?1743 pixels","57_01_-0.5_9204_LEFT_THUMB.tif"
"?443 pixels","?1743 pixels","57_01_-0.5_9204_RIGHT_THUMB.tif"
"?1783 pixels","?466 pixels","58_01_-0.6_9204_LEFT_THUMB.tif"
"?1748 pixels","?461 pixels","58_01_-0.6_9204_RIGHT_THUMB.tif"
"?1748 pixels","?470 pixels","59_01_-0.3_9204_LEFT_THUMB.tif"
"?1758 pixels","?464 pixels","59_01_-0.4_9204_RIGHT_THUMB.tif"
"?1753 pixels","?471 pixels","60_01_-0.3_9204_LEFT_THUMB.tif"
"?1753 pixels","?464 pixels","60_01_-0.4_9204_RIGHT_THUMB.tif"
"?1753 pixels","?478 pixels","61_01_-0.9_9204_LEFT_THUMB.tif"
"?1798 pixels","?479 pixels","61_01_-0.9_9204_RIGHT_THUMB.tif"
"?1743 pixels","?479 pixels","62_01_-0.9_9204_LEFT_THUMB.tif"
"?1793 pixels","?479 pixels","62_01_-0.9_9204_RIGHT_THUMB.tif"
"?471 pixels","?1733 pixels","63_01_-1.2_9204_LEFT_THUMB.tif"
"?472 pixels","?1778 pixels","63_01_-2.9_9204_RIGHT_THUMB.tif"
"?1603 pixels","?441 pixels","64_01_0.4_9204_LEFT_THUMB.tif"
"?438 pixels","?1603 pixels","64_01_1.6_9204_RIGHT_THUMB.tif"
"?440 pixels","?1608 pixels","65_01_1.6_9204_LEFT_THUMB.tif"
"?436 pixels","?1613 pixels","65_01_1.6_9204_RIGHT_THUMB.tif"
"?1618 pixels","?437 pixels","66_01_0.2_9204_RIGHT_THUMB.tif"
"?1618 pixels","?440 pixels","66_01_0.4_9204_LEFT_THUMB.tif"
"?461 pixels","?1673 pixels","67_01_0.1_9204_LEFT_THUMB.tif"
"?454 pixels","?1643 pixels","67_01_1.6_9204_RIGHT_THUMB.tif"
"?456 pixels","?1668 pixels","68_01_-0.7_9204_RIGHT_THUMB.tif"
"?1733 pixels","?464 pixels","68_01_-0.8_9204_LEFT_THUMB.tif"
"?1673 pixels","?457 pixels","69_01_-0.5_9204_RIGHT_THUMB.tif"
"?466 pixels","?1758 pixels","69_01_-0.9_9204_LEFT_THUMB.tif"
"?421 pixels","?2188 pixels","71_01_-0.5_9204_RIGHT_THUMB.tif"
"?417 pixels","?1913 pixels","72_01_-3.4_9204_RIGHT_THUMB.tif"
"?462 pixels","?1993 pixels","72_01_-3.5_9204_LEFT_THUMB.tif"
"?1828 pixels","?461 pixels","73_01_-1.2_9204_RIGHT_THUMB.tif"
"?1843 pixels","?465 pixels","73_01_-3.4_9204_LEFT_THUMB.tif"
"?1853 pixels","?464 pixels","74_01_-1.2_9204_LEFT_THUMB.tif"
"?1858 pixels","?460 pixels","74_01_-1.2_9204_RIGHT_THUMB.tif"
"?1898 pixels","?456 pixels","75_01_-1.2_9204_RIGHT_THUMB.tif"
"?1853 pixels","?462 pixels","75_01_-1.3_9204_LEFT_THUMB.tif"
"?463 pixels","?1633 pixels","76_01_0.4_9204_LEFT_THUMB.tif"
"?418 pixels","?1543 pixels","76_01_1.6_9204_RIGHT_THUMB.tif"
"?2038 pixels","?468 pixels","77_01_-1.5_9204_LEFT_THUMB.tif"
"?1778 pixels","?417 pixels","77_01_-1.5_9204_RIGHT_THUMB.tif"
"?1783 pixels","?413 pixels","78_01_-1.4_9204_RIGHT_THUMB.tif"
"?2023 pixels","?459 pixels","78_01_-1.5_9204_LEFT_THUMB.tif"
